WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00009877	F49C12.7c.2	IV	-1	9309108	9311191	F49C12.7	protein_coding
WBGene00009877	F49C12.7a.1	IV	-1	9309108	9312927	F49C12.7	protein_coding
WBGene00009877	F49C12.7b.1	IV	-1	9309114	9312927	F49C12.7	protein_coding
WBGene00009878	F49C12.9.1	IV	-1	9314810	9316215	F49C12.9	protein_coding
WBGene00004463	F49C12.8.1	IV	1	9316639	9318632	rpn-7	protein_coding
WBGene00009879	F49C12.10.1	IV	-1	9318153	9319286	F49C12.10	protein_coding
WBGene00009880	F49C12.11.1	IV	1	9319380	9320143	F49C12.11	protein_coding
WBGene00009881	F49C12.12a.1	IV	-1	9320122	9321089	F49C12.12	protein_coding
WBGene00009881	F49C12.12a.2	IV	-1	9320156	9321089	F49C12.12	protein_coding
WBGene00009881	F49C12.12b.1	IV	-1	9320157	9320980	F49C12.12	protein_coding
WBGene00009882	F49C12.13.1	IV	1	9321801	9322528	vha-17	protein_coding
WBGene00009883	F49C12.14.1	IV	-1	9322489	9324145	F49C12.14	protein_coding
WBGene00009884	F49C12.15.1	IV	1	9324435	9327516	F49C12.15	protein_coding
WBGene00011855	T20D3.1.1	IV	1	9328010	9328745	clec-183	protein_coding
WBGene00011856	T20D3.2.1	IV	-1	9328973	9330855	T20D3.2	protein_coding
WBGene00011857	T20D3.3a.1	IV	-1	9333342	9335525	coa-4	protein_coding
WBGene00011857	T20D3.3b.1	IV	-1	9333342	9335525	coa-4	protein_coding
WBGene00303026	T20D3.14.1	IV	-1	9335411	9335909	T20D3.14	protein_coding
WBGene00011858	T20D3.5.1	IV	1	9337044	9338567	T20D3.5	protein_coding
WBGene00011859	T20D3.6b.1	IV	-1	9338587	9339185	T20D3.6	protein_coding
WBGene00011859	T20D3.6a.1	IV	-1	9338587	9339305	T20D3.6	protein_coding
WBGene00006931	T20D3.7d.1	IV	-1	9339403	9341634	vps-26	protein_coding
WBGene00006931	T20D3.7b.1	IV	-1	9339403	9341649	vps-26	protein_coding
WBGene00006931	T20D3.7b.2	IV	-1	9339403	9341734	vps-26	protein_coding
WBGene00006931	T20D3.7a.1	IV	-1	9339403	9341790	vps-26	protein_coding
WBGene00006931	T20D3.7c.1	IV	-1	9339403	9341790	vps-26	protein_coding
WBGene00011860	T20D3.8.1	IV	-1	9341964	9343152	T20D3.8	protein_coding
WBGene00007505	C10C5.1l.1	IV	-1	9343358	9349140	pezo-1	protein_coding
WBGene00007505	C10C5.1i.2	IV	-1	9343358	9355764	pezo-1	protein_coding
WBGene00007505	C10C5.1j.2	IV	-1	9343358	9355764	pezo-1	protein_coding
WBGene00007505	C10C5.1i.1	IV	-1	9343358	9355838	pezo-1	protein_coding
WBGene00007505	C10C5.1j.1	IV	-1	9343358	9355838	pezo-1	protein_coding
WBGene00007505	C10C5.1k.1	IV	-1	9343358	9359587	pezo-1	protein_coding
WBGene00007505	C10C5.1a.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1b.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1c.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1e.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1g.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1h.1	IV	-1	9343358	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1d.1	IV	-1	9343362	9366506	pezo-1	protein_coding
WBGene00007505	C10C5.1f.1	IV	-1	9343362	9366506	pezo-1	protein_coding
WBGene00007506	C10C5.2.1	IV	1	9371508	9373636	C10C5.2	protein_coding
WBGene00007507	C10C5.3.1	IV	1	9374733	9376492	C10C5.3	protein_coding
WBGene00007508	C10C5.4.1	IV	1	9378552	9380450	C10C5.4	protein_coding
WBGene00007509	C10C5.5.1	IV	1	9381515	9383115	C10C5.5	protein_coding
WBGene00007511	C10C5.7.1	IV	1	9385126	9385713	C10C5.7	protein_coding
WBGene00000911	C10C5.6c.1	IV	1	9386208	9394922	daf-15	protein_coding
WBGene00000911	C10C5.6a.1	IV	1	9386457	9394922	daf-15	protein_coding
WBGene00000911	C10C5.6d.1	IV	1	9386457	9394922	daf-15	protein_coding
WBGene00000911	C10C5.6b.1	IV	1	9386457	9394930	daf-15	protein_coding
WBGene00000911	C10C5.6e.1	IV	1	9386457	9394930	daf-15	protein_coding
WBGene00000695	F56D5.1.1	IV	-1	9394934	9396218	col-121	protein_coding
WBGene00010147	F56D5.2.1	IV	-1	9396920	9398603	F56D5.2	protein_coding
WBGene00010148	F56D5.3.1	IV	1	9399653	9401293	F56D5.3	protein_coding
WBGene00010150	F56D5.6a.1	IV	1	9401922	9412653	F56D5.6	protein_coding
WBGene00010150	F56D5.6b.1	IV	1	9402014	9412653	F56D5.6	protein_coding
WBGene00010150	F56D5.6c.1	IV	1	9402063	9402911	F56D5.6	protein_coding
WBGene00010149	F56D5.5.1	IV	-1	9407213	9408121	F56D5.5	protein_coding
WBGene00010152	F56D5.9.1	IV	-1	9418432	9422506	F56D5.9	protein_coding
WBGene00010153	F56D5.10.1	IV	1	9423395	9424415	srxa-2	protein_coding
WBGene00010316	F59B8.1a.2	IV	1	9428259	9439077	F59B8.1	protein_coding
WBGene00010316	F59B8.1c.1	IV	1	9428385	9439077	F59B8.1	protein_coding
WBGene00010316	F59B8.1d.1	IV	1	9428677	9439077	F59B8.1	protein_coding
WBGene00010316	F59B8.1e.1	IV	1	9432513	9439077	F59B8.1	protein_coding
WBGene00010316	F59B8.1a.1	IV	1	9436710	9439077	F59B8.1	protein_coding
WBGene00010316	F59B8.1b.1	IV	1	9436884	9439077	F59B8.1	protein_coding
WBGene00010317	F59B8.2a.1	IV	-1	9439043	9440787	idh-1	protein_coding
WBGene00010317	F59B8.2a.2	IV	-1	9439087	9440807	idh-1	protein_coding
WBGene00010317	F59B8.2b.1	IV	-1	9439087	9440893	idh-1	protein_coding
WBGene00010317	F59B8.2c.1	IV	-1	9439095	9439969	idh-1	protein_coding
WBGene00009544	F38E11.9.1	IV	-1	9442877	9444040	F38E11.9	protein_coding
WBGene00009544	F38E11.9.2	IV	-1	9442905	9444516	F38E11.9	protein_coding
WBGene00002012	F38E11.1.1	IV	-1	9444791	9445507	hsp-12.3	protein_coding
WBGene00002013	F38E11.2.1	IV	-1	9446385	9446884	hsp-12.6	protein_coding
WBGene00009541	F38E11.4.1	IV	-1	9449473	9457501	cutl-17	protein_coding
WBGene00000775	F38E11.3.1	IV	1	9451338	9453372	cpin-1	protein_coding
WBGene00009542	F38E11.5.1	IV	1	9459731	9463998	copb-2	protein_coding
WBGene00009543	F38E11.6a.1	IV	-1	9463951	9467518	F38E11.6	protein_coding
WBGene00009543	F38E11.6b.1	IV	-1	9463951	9467518	F38E11.6	protein_coding
WBGene00006949	F38E11.7a.1	IV	-1	9475863	9477446	wrt-3	protein_coding
WBGene00006949	F38E11.7b.1	IV	-1	9475863	9477446	wrt-3	protein_coding
WBGene00000563	F38E11.12.1	IV	-1	9477522	9481037	cng-3	protein_coding
WBGene00007887	C33A12.12.1	IV	-1	9482053	9485140	gadr-2	protein_coding
WBGene00005665	C33A12.13.1	IV	1	9486272	9487631	sru-2	protein_coding
WBGene00005664	C33A12.14.1	IV	1	9488670	9490194	sru-1	protein_coding
WBGene00005669	C33A12.8.1	IV	1	9490620	9491991	sru-6	protein_coding
WBGene00005666	C33A12.11.1	IV	1	9496606	9497888	sru-3	protein_coding
WBGene00005667	C33A12.10.1	IV	1	9498388	9499588	sru-4	protein_coding
WBGene00007885	C33A12.6a.1	IV	1	9500311	9502567	ugt-21	protein_coding
WBGene00007885	C33A12.6b.1	IV	1	9500311	9502568	ugt-21	protein_coding
WBGene00007888	C33A12.15.1	IV	-1	9505615	9506326	ttr-9	protein_coding
WBGene00007886	C33A12.7.1	IV	-1	9506936	9508779	ethe-1	protein_coding
WBGene00007883	C33A12.4.2	IV	-1	9510055	9510594	C33A12.4	protein_coding
WBGene00007883	C33A12.4.1	IV	-1	9510100	9510594	C33A12.4	protein_coding
WBGene00007882	C33A12.3a.1	IV	-1	9510748	9513002	C33A12.3	protein_coding
WBGene00007882	C33A12.3b.1	IV	-1	9510752	9511456	C33A12.3	protein_coding
WBGene00007890	C33A12.19a.1	IV	1	9516992	9518410	C33A12.19	protein_coding
WBGene00007890	C33A12.19b.1	IV	1	9517838	9518176	C33A12.19	protein_coding
WBGene00007881	C33A12.2.1	IV	-1	9518367	9518927	nlp-35	protein_coding
WBGene00007880	C33A12.1.1	IV	-1	9523764	9524895	C33A12.1	protein_coding
WBGene00001239	F56H11.4b.1	IV	1	9526359	9528350	elo-1	protein_coding
WBGene00001239	F56H11.4a.1	IV	1	9526366	9528350	elo-1	protein_coding
WBGene00001239	F56H11.4b.2	IV	1	9526416	9528350	elo-1	protein_coding
WBGene00001239	F56H11.4b.3	IV	1	9526466	9528350	elo-1	protein_coding
WBGene00001239	F56H11.4b.4	IV	1	9526516	9528350	elo-1	protein_coding
WBGene00001245	F56H11.3.1	IV	1	9529947	9531378	elo-7	protein_coding
WBGene00010175	F56H11.2a.1	IV	-1	9531357	9533171	F56H11.2	protein_coding
WBGene00010175	F56H11.2c.1	IV	-1	9531357	9533171	F56H11.2	protein_coding
WBGene00010175	F56H11.2b.1	IV	-1	9531416	9532258	F56H11.2	protein_coding
WBGene00001403	F56H11.1d.1	IV	1	9540808	9545214	fbl-1	protein_coding
WBGene00001403	F56H11.1h.1	IV	1	9540808	9545214	fbl-1	protein_coding
WBGene00001403	F56H11.1a.1	IV	1	9540808	9545243	fbl-1	protein_coding
WBGene00001403	F56H11.1g.1	IV	1	9540808	9545243	fbl-1	protein_coding
WBGene00001403	F56H11.1b.1	IV	1	9540808	9546250	fbl-1	protein_coding
WBGene00001403	F56H11.1c.1	IV	1	9540808	9546250	fbl-1	protein_coding
WBGene00001403	F56H11.1e.1	IV	1	9540808	9546250	fbl-1	protein_coding
WBGene00001403	F56H11.1f.1	IV	1	9540808	9546250	fbl-1	protein_coding
WBGene00011456	T05A1.5b.1	IV	1	9546286	9560428	T05A1.5	protein_coding
WBGene00011456	T05A1.5a.1	IV	1	9547266	9560428	T05A1.5	protein_coding
WBGene00011454	T05A1.3b.2	IV	-1	9560787	9563113	lron-14	protein_coding
WBGene00011454	T05A1.3b.1	IV	-1	9560787	9565370	lron-14	protein_coding
WBGene00011454	T05A1.3a.1	IV	-1	9560787	9566605	lron-14	protein_coding
WBGene00000696	T05A1.2.1	IV	1	9563360	9564441	col-122	protein_coding
WBGene00003808	T05A1.1b.1	IV	-1	9568828	9571949	npr-2	protein_coding
WBGene00003808	T05A1.1c.1	IV	-1	9568828	9576483	npr-2	protein_coding
WBGene00003808	T05A1.1a.1	IV	-1	9568828	9580071	npr-2	protein_coding
WBGene00009186	F27C8.6.1	IV	-1	9587100	9588834	trcs-1	protein_coding
WBGene00009186	F27C8.6.2	IV	-1	9587115	9588834	trcs-1	protein_coding
WBGene00009185	F27C8.5.1	IV	-1	9589795	9592529	F27C8.5	protein_coding
WBGene00005003	F27C8.4a.1	IV	1	9593667	9594413	spp-18	protein_coding
WBGene00005003	F27C8.4a.2	IV	1	9593667	9594425	spp-18	protein_coding
WBGene00005003	F27C8.4b.1	IV	1	9593815	9594412	spp-18	protein_coding
WBGene00009184	F27C8.3.1	IV	-1	9595088	9595933	F27C8.3	protein_coding
WBGene00009183	F27C8.2.1	IV	1	9596497	9599081	F27C8.2	protein_coding
WBGene00000002	F27C8.1.2	IV	-1	9598986	9601695	aat-1	protein_coding
WBGene00000002	F27C8.1.1	IV	-1	9599178	9601695	aat-1	protein_coding
WBGene00001249	W09C2.1c.1	IV	1	9614970	9620136	elt-1	protein_coding
WBGene00001249	W09C2.1d.1	IV	1	9614970	9620136	elt-1	protein_coding
WBGene00001249	W09C2.1a.1	IV	1	9614970	9620140	elt-1	protein_coding
WBGene00001249	W09C2.1b.1	IV	1	9615997	9620136	elt-1	protein_coding
WBGene00001249	W09C2.1f.1	IV	1	9615997	9620136	elt-1	protein_coding
WBGene00001249	W09C2.1e.1	IV	1	9618575	9620136	elt-1	protein_coding
WBGene00185095	W09C2.7.1	IV	-1	9621994	9622372	W09C2.7	protein_coding
WBGene00185096	W09C2.9.1	IV	-1	9622925	9623365	W09C2.9	protein_coding
WBGene00185116	W09C2.8.1	IV	-1	9624035	9624392	W09C2.8	protein_coding
WBGene00194867	W09C2.10.1	IV	-1	9624713	9625074	W09C2.10	protein_coding
WBGene00003151	W09C2.3b.1	IV	-1	9625910	9632111	mca-1	protein_coding
WBGene00003151	W09C2.3a.1	IV	-1	9625911	9634948	mca-1	protein_coding
WBGene00003151	W09C2.3c.1	IV	-1	9625923	9631707	mca-1	protein_coding
WBGene00003151	W09C2.3d.1	IV	-1	9625923	9634948	mca-1	protein_coding
WBGene00000953	F58G6.6b.1	IV	-1	9636980	9640626	del-2	protein_coding
WBGene00000953	F58G6.6a.1	IV	-1	9636980	9642003	del-2	protein_coding
WBGene00010278	F58G6.8.1	IV	1	9643422	9644268	F58G6.8	protein_coding
WBGene00010272	F58G6.1.2	IV	-1	9644245	9647697	amph-1	protein_coding
WBGene00010272	F58G6.1.1	IV	-1	9644294	9647934	amph-1	protein_coding
WBGene00010273	F58G6.2c.1	IV	1	9648982	9650490	srm-3	protein_coding
WBGene00010273	F58G6.2b.1	IV	1	9649043	9650490	srm-3	protein_coding
WBGene00010273	F58G6.2a.1	IV	1	9649217	9650490	srm-3	protein_coding
WBGene00044107	F58G6.9a.1	IV	1	9651394	9652478	F58G6.9	protein_coding
WBGene00044107	F58G6.9b.1	IV	1	9651394	9652478	F58G6.9	protein_coding
WBGene00044107	F58G6.9b.2	IV	1	9651579	9652484	F58G6.9	protein_coding
WBGene00044107	F58G6.9c.1	IV	1	9651684	9652051	F58G6.9	protein_coding
WBGene00010274	F58G6.3.1	IV	1	9653535	9654175	F58G6.3	protein_coding
WBGene00010277	F58G6.7.1	IV	1	9654317	9655588	F58G6.7	protein_coding
WBGene00010275	F58G6.4a.1	IV	1	9658053	9663941	acc-1	protein_coding
WBGene00010275	F58G6.4b.1	IV	1	9660409	9663941	acc-1	protein_coding
WBGene00003627	F58G6.5a.1	IV	-1	9664365	9667066	nhr-34	protein_coding
WBGene00003627	F58G6.5d.1	IV	-1	9664367	9669304	nhr-34	protein_coding
WBGene00003627	F58G6.5b.1	IV	-1	9664367	9675672	nhr-34	protein_coding
WBGene00003627	F58G6.5c.1	IV	-1	9664370	9672670	nhr-34	protein_coding
WBGene00002091	ZK1251.11a.1	IV	-1	9680387	9680749	ins-8	protein_coding
WBGene00002090	ZK1251.2a.1	IV	-1	9682013	9682421	ins-7	protein_coding
WBGene00002090	ZK1251.2b.1	IV	-1	9682013	9682826	ins-7	protein_coding
WBGene00014240	ZK1251.1.1	IV	-1	9682984	9683533	htas-1	protein_coding
WBGene00014241	ZK1251.3.1	IV	1	9683617	9684473	ZK1251.3	protein_coding
WBGene00003463	ZK1251.6.1	IV	1	9688982	9689433	msp-76	protein_coding
WBGene00014242	ZK1251.7.1	IV	1	9690932	9691465	sdz-36	protein_coding
WBGene00006664	ZK1251.8a.1	IV	1	9693202	9697005	twk-9	protein_coding
WBGene00006664	ZK1251.8b.1	IV	1	9693624	9697005	twk-9	protein_coding
WBGene00014243	ZK1251.9a.1	IV	-1	9696989	9706723	dcaf-1	protein_coding
WBGene00014243	ZK1251.9b.1	IV	-1	9697002	9698256	dcaf-1	protein_coding
WBGene00010484	K01H12.1a.1	IV	1	9707148	9707764	dph-3	protein_coding
WBGene00010484	K01H12.1b.1	IV	1	9707529	9707759	dph-3	protein_coding
WBGene00010485	K01H12.2.1	IV	-1	9708170	9709305	ant-1.3	protein_coding
WBGene00003629	K01H12.3a.1	IV	1	9710202	9712419	nhr-38	protein_coding
WBGene00003629	K01H12.3b.1	IV	1	9711562	9712419	nhr-38	protein_coding
WBGene00010486	K01H12.4.1	IV	1	9713082	9714886	K01H12.4	protein_coding
WBGene00003728	C28D4.9.1	IV	1	9725251	9728576	nhr-138	protein_coding
WBGene00303043	C28D4.18.1	IV	1	9725280	9725318	C28D4.18	protein_coding
WBGene00003690	C28D4.1.1	IV	1	9728676	9731314	nhr-100	protein_coding
WBGene00003690	C28D4.1.2	IV	1	9728681	9731079	nhr-100	protein_coding
WBGene00000509	C28D4.2b.1	IV	-1	9731737	9733928	cka-1	protein_coding
WBGene00000509	C28D4.2c.1	IV	-1	9731737	9733928	cka-1	protein_coding
WBGene00000509	C28D4.2a.1	IV	-1	9731737	9737621	cka-1	protein_coding
WBGene00007796	C28D4.10a.1	IV	1	9738510	9739220	C28D4.10	protein_coding
WBGene00007796	C28D4.10b.1	IV	1	9738900	9739220	C28D4.10	protein_coding
WBGene00001607	C28D4.3.2	IV	-1	9739219	9740908	gln-6	protein_coding
WBGene00001607	C28D4.3.1	IV	-1	9739326	9740895	gln-6	protein_coding
WBGene00007794	C28D4.7.1	IV	-1	9741875	9743147	C28D4.7	protein_coding
WBGene00007792	C28D4.4.1	IV	-1	9743765	9745003	C28D4.4	protein_coding
WBGene00007793	C28D4.5.1	IV	-1	9745555	9746862	C28D4.5	protein_coding
WBGene00007795	C28D4.8.1	IV	-1	9747228	9748442	C28D4.8	protein_coding
WBGene00003687	H27C11.1a.1	IV	1	9757648	9764494	nhr-97	protein_coding
WBGene00003687	H27C11.1b.3	IV	1	9759871	9764487	nhr-97	protein_coding
WBGene00003687	H27C11.1b.2	IV	1	9760154	9764487	nhr-97	protein_coding
WBGene00003687	H27C11.1b.1	IV	1	9760154	9764494	nhr-97	protein_coding
WBGene00011749	T13F2.12.1	IV	-1	9765669	9766436	ssp-36	protein_coding
WBGene00003466	T13F2.10.1	IV	-1	9766745	9767187	msp-79	protein_coding
WBGene00003465	T13F2.11.1	IV	1	9770013	9770459	msp-78	protein_coding
WBGene00000301	T13F2.8a.1	IV	1	9772510	9773470	cav-1	protein_coding
WBGene00000301	T13F2.8b.1	IV	1	9772520	9773470	cav-1	protein_coding
WBGene00011747	T13F2.7.1	IV	-1	9774563	9777634	sna-2	protein_coding
WBGene00011746	T13F2.6.1	IV	1	9778288	9781203	T13F2.6	protein_coding
WBGene00011745	T13F2.5.1	IV	-1	9781043	9784686	sre-4	protein_coding
WBGene00011744	T13F2.4.1	IV	1	9789808	9791917	T13F2.4	protein_coding
WBGene00004031	T13F2.3a.1	IV	-1	9791945	9796589	pis-1	protein_coding
WBGene00004031	T13F2.3b.1	IV	-1	9791945	9796592	pis-1	protein_coding
WBGene00011743	T13F2.2.1	IV	-1	9796688	9797354	T13F2.2	protein_coding
WBGene00001396	T13F2.1a.1	IV	1	9799429	9802638	fat-4	protein_coding
WBGene00001396	T13F2.1a.2	IV	1	9799430	9802638	fat-4	protein_coding
WBGene00001396	T13F2.1b.1	IV	1	9800226	9802226	fat-4	protein_coding
WBGene00001396	T13F2.1c.1	IV	1	9800821	9802226	fat-4	protein_coding
WBGene00001396	T13F2.1c.2	IV	1	9801029	9802226	fat-4	protein_coding
WBGene00001396	T13F2.1c.3	IV	1	9801521	9802226	fat-4	protein_coding
WBGene00001395	W08D2.4a.1	IV	1	9803023	9806119	fat-3	protein_coding
WBGene00001395	W08D2.4d.2	IV	1	9803038	9806118	fat-3	protein_coding
WBGene00001395	W08D2.4b.1	IV	1	9803922	9806119	fat-3	protein_coding
WBGene00001395	W08D2.4c.1	IV	1	9803922	9806119	fat-3	protein_coding
WBGene00001395	W08D2.4d.1	IV	1	9803922	9806119	fat-3	protein_coding
WBGene00001395	W08D2.4b.2	IV	1	9805309	9806118	fat-3	protein_coding
WBGene00012340	W08D2.3a.1	IV	-1	9806416	9810462	dct-15	protein_coding
WBGene00012340	W08D2.3c.1	IV	-1	9806416	9810733	dct-15	protein_coding
WBGene00001188	W08D2.1.1	IV	-1	9812444	9815526	egl-20	protein_coding
WBGene00012341	W08D2.5c.1	IV	-1	9817412	9824278	catp-6	protein_coding
WBGene00012341	W08D2.5a.1	IV	-1	9817412	9824632	catp-6	protein_coding
WBGene00012341	W08D2.5b.1	IV	-1	9817422	9821393	catp-6	protein_coding
WBGene00000697	W08D2.6.1	IV	1	9821895	9823112	col-123	protein_coding
WBGene00012342	W08D2.7.1	IV	1	9825694	9830620	mtr-4	protein_coding
WBGene00002204	W08D2.8.1	IV	1	9832935	9834822	kin-21	protein_coding
WBGene00003467	K07F5.1.1	IV	-1	9835991	9836452	msp-81	protein_coding
WBGene00003425	K07F5.2.1	IV	1	9837616	9838065	msp-10	protein_coding
WBGene00002206	K07F5.4.1	IV	-1	9839057	9841084	kin-24	protein_coding
WBGene00003449	K07F5.3.1	IV	1	9841443	9841961	msp-56	protein_coding
WBGene00045180	K07F5.17.1	IV	1	9842371	9842992	K07F5.17	protein_coding
WBGene00010633	K07F5.5.1	IV	1	9844014	9844344	nspd-2	protein_coding
WBGene00010634	K07F5.6.1	IV	-1	9844989	9846674	K07F5.6	protein_coding
WBGene00010635	K07F5.7.1	IV	-1	9847724	9848175	K07F5.7	protein_coding
WBGene00010636	K07F5.8.1	IV	-1	9848491	9849796	K07F5.8	protein_coding
WBGene00006039	K07F5.9.3	IV	-1	9850648	9851070	ssp-10	protein_coding
WBGene00006039	K07F5.9.1	IV	-1	9850675	9851061	ssp-10	protein_coding
WBGene00006039	K07F5.9.2	IV	-1	9850696	9851061	ssp-10	protein_coding
WBGene00006050	K07F5.11.1	IV	1	9852550	9853609	ssq-1	protein_coding
WBGene00010637	K07F5.12.1	IV	1	9856012	9858067	K07F5.12	protein_coding
WBGene00003787	K07F5.13c.1	IV	1	9858488	9862107	npp-1	protein_coding
WBGene00003787	K07F5.13b.1	IV	1	9858488	9862118	npp-1	protein_coding
WBGene00003787	K07F5.13a.1	IV	1	9859195	9862118	npp-1	protein_coding
WBGene00010638	K07F5.14.1	IV	1	9862221	9864076	K07F5.14	protein_coding
WBGene00010640	K07F5.16b.2	IV	1	9864179	9864466	K07F5.16	protein_coding
WBGene00010640	K07F5.16a.1	IV	1	9864179	9864875	K07F5.16	protein_coding
WBGene00010640	K07F5.16b.1	IV	1	9864181	9864954	K07F5.16	protein_coding
WBGene00303023	K07F5.22.1	IV	1	9865076	9865934	K07F5.22	protein_coding
WBGene00010639	K07F5.15.1	IV	1	9865738	9866086	K07F5.15	protein_coding
WBGene00003603	F32B6.1.1	IV	1	9879329	9882152	nhr-4	protein_coding
WBGene00009320	F32B6.3.2	IV	-1	9882132	9884289	F32B6.3	protein_coding
WBGene00009320	F32B6.3.1	IV	-1	9882132	9884383	F32B6.3	protein_coding
WBGene00009319	F32B6.2.1	IV	1	9884556	9887150	mccc-1	protein_coding
WBGene00009319	F32B6.2.2	IV	1	9884570	9887141	mccc-1	protein_coding
WBGene00009324	F32B6.10a.1	IV	-1	9887190	9889929	ttbk-3	protein_coding
WBGene00009324	F32B6.10b.1	IV	-1	9887190	9889929	ttbk-3	protein_coding
WBGene00009321	F32B6.4.1	IV	-1	9890585	9892038	F32B6.4	protein_coding
WBGene00006056	F32B6.5.1	IV	-1	9892739	9893779	sss-1	protein_coding
WBGene00003464	F32B6.6.1	IV	1	9894596	9895038	msp-77	protein_coding
WBGene00006049	F32B6.7.1	IV	1	9895388	9896147	ssp-32	protein_coding
WBGene00009322	F32B6.8a.1	IV	1	9899012	9902513	tbc-3	protein_coding
WBGene00009322	F32B6.8b.2	IV	1	9899326	9902513	tbc-3	protein_coding
WBGene00009322	F32B6.8b.1	IV	1	9899564	9902513	tbc-3	protein_coding
WBGene00009323	F32B6.9.1	IV	1	9903908	9905903	best-13	protein_coding
WBGene00009133	F25H8.6.1	IV	1	9916530	9921996	bed-3	protein_coding
WBGene00001113	F25H8.5n.1	IV	-1	9921955	9923745	dur-1	protein_coding
WBGene00001113	F25H8.5o.1	IV	-1	9921955	9923745	dur-1	protein_coding
WBGene00001113	F25H8.5l.1	IV	-1	9921955	9924613	dur-1	protein_coding
WBGene00001113	F25H8.5m.1	IV	-1	9921955	9924613	dur-1	protein_coding
WBGene00001113	F25H8.5e.2	IV	-1	9921955	9924759	dur-1	protein_coding
WBGene00001113	F25H8.5f.1	IV	-1	9921955	9924759	dur-1	protein_coding
WBGene00001113	F25H8.5p.1	IV	-1	9921955	9924759	dur-1	protein_coding
WBGene00001113	F25H8.5e.1	IV	-1	9921955	9925153	dur-1	protein_coding
WBGene00001113	F25H8.5s.1	IV	-1	9921955	9925603	dur-1	protein_coding
WBGene00001113	F25H8.5d.1	IV	-1	9921955	9928222	dur-1	protein_coding
WBGene00001113	F25H8.5h.1	IV	-1	9921955	9928222	dur-1	protein_coding
WBGene00001113	F25H8.5i.1	IV	-1	9921955	9928222	dur-1	protein_coding
WBGene00001113	F25H8.5j.1	IV	-1	9921955	9928222	dur-1	protein_coding
WBGene00001113	F25H8.5k.1	IV	-1	9921955	9928222	dur-1	protein_coding
WBGene00001113	F25H8.5a.1	IV	-1	9921955	9928223	dur-1	protein_coding
WBGene00001113	F25H8.5c.1	IV	-1	9921955	9928223	dur-1	protein_coding
WBGene00001113	F25H8.5r.1	IV	-1	9921961	9924759	dur-1	protein_coding
WBGene00001113	F25H8.5q.1	IV	-1	9922931	9924759	dur-1	protein_coding
WBGene00001113	F25H8.5b.1	IV	-1	9924852	9928223	dur-1	protein_coding
WBGene00001113	F25H8.5g.1	IV	-1	9924906	9928222	dur-1	protein_coding
WBGene00009131	F25H8.1b.1	IV	-1	9930899	9932213	F25H8.1	protein_coding
WBGene00009131	F25H8.1a.1	IV	-1	9930899	9932240	F25H8.1	protein_coding
WBGene00009132	F25H8.2.1	IV	1	9932235	9933879	F25H8.2	protein_coding
WBGene00004974	F25H8.7.1	IV	1	9933910	9934285	spe-29	protein_coding
WBGene00001650	F25H8.3a.1	IV	-1	9934767	9953433	gon-1	protein_coding
WBGene00001650	F25H8.3b.1	IV	-1	9935067	9945775	gon-1	protein_coding
WBGene00011762	T13H10.2.1	IV	1	9964245	9966630	T13H10.2	protein_coding
WBGene00002193	T13H10.1.1	IV	-1	9967095	9969181	kin-5	protein_coding
WBGene00008154	C47E12.11a.1	IV	1	9969400	9971200	C47E12.11	protein_coding
WBGene00008154	C47E12.11b.1	IV	1	9969897	9971200	C47E12.11	protein_coding
WBGene00008155	C47E12.12.1	IV	-1	9972037	9972652	C47E12.12	protein_coding
WBGene00008153	C47E12.10a.1	IV	1	9972800	9973984	C47E12.10	protein_coding
WBGene00008153	C47E12.10b.1	IV	1	9972800	9973984	C47E12.10	protein_coding
WBGene00008152	C47E12.9.1	IV	1	9974672	9975484	C47E12.9	protein_coding
WBGene00044240	C47E12.14.1	IV	-1	9975496	9976384	C47E12.14	protein_coding
WBGene00000964	C47E12.8.1	IV	1	9978122	9980770	dhp-2	protein_coding
WBGene00008151	C47E12.7.1	IV	-1	9980724	9982276	rrp-1	protein_coding
WBGene00008150	C47E12.6.1	IV	1	9983195	9989678	mam-2	protein_coding
WBGene00006699	C47E12.5b.3	IV	-1	9989670	9994905	uba-1	protein_coding
WBGene00006699	C47E12.5b.2	IV	-1	9989670	9994945	uba-1	protein_coding
WBGene00006699	C47E12.5c.1	IV	-1	9989670	9994945	uba-1	protein_coding
WBGene00006699	C47E12.5b.1	IV	-1	9989673	9993349	uba-1	protein_coding
WBGene00006699	C47E12.5a.1	IV	-1	9989673	9994945	uba-1	protein_coding
WBGene00006699	C47E12.5a.2	IV	-1	9989673	9995034	uba-1	protein_coding
WBGene00008149	C47E12.4d.1	IV	-1	9995472	9996791	pyp-1	protein_coding
WBGene00008149	C47E12.4d.4	IV	-1	9995472	9996971	pyp-1	protein_coding
